object_id,type,sound,time,title,image,html_text,read,url,text,object_type,user_id,is_read,badge,data,date,badge_name,objects,web_url,nb_likes
7432835,episode-reply-liked,notif.caf,1577110095602,,https://d1zfszn0v5ya99.cloudfront.net/user/2984097/profile_picture/5dfe021fafbf2_large.png,<a href='tvst://user/2984097/profile'>LuanaSa</a> liked a reply you made about a comment on episode <a href='tvst://show/360295/episode/7432835/detail'>S01 | E08</a> of <a href='tvst://show/360295/detail'>His Dark Materials</a>,true,tvst://show/360295/episode/7432835/comment/19454209,LuanaSa liked a reply you made about a comment on episode S01 | E08 of His Dark Materials,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""LuanaSa liked a reply you made about a comment on episode S01 | E08 of His Dark Materials"",""notification_id"":""episode-reply-liked"",""url"":""tvst://show/360295/episode/7432835/comment/19454209"",""web_url"":""https://www.tvtime.com/show/360295/episode/7432835/comment/19454209""}",,,,,
7432835,episode-reply-liked,notif.caf,1577120024051,,https://d1zfszn0v5ya99.cloudfront.net/user/15428521/profile_picture/5cdd89c662561_large.png,<a href='tvst://user/15428521/profile'>dariasav</a> liked a reply you made about a comment on episode <a href='tvst://show/360295/episode/7432835/detail'>S01 | E08</a> of <a href='tvst://show/360295/detail'>His Dark Materials</a>,true,tvst://show/360295/episode/7432835/comment/19454209,dariasav liked a reply you made about a comment on episode S01 | E08 of His Dark Materials,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""dariasav liked a reply you made about a comment on episode S01 | E08 of His Dark Materials"",""notification_id"":""episode-reply-liked"",""url"":""tvst://show/360295/episode/7432835/comment/19454209"",""web_url"":""https://www.tvtime.com/show/360295/episode/7432835/comment/19454209""}",,,,,
5504357,episode-comment-liked,notif.caf,1577455799601,,https://d1zfszn0v5ya99.cloudfront.net/user/22059654/profile_picture/5dfc1980596eb_large.png,<a href='tvst://user/22059654/profile'>georgette</a> liked a comment you made about episode <a href='tvst://show/266883/episode/5504357/detail'>S03 | E14</a> of <a href='tvst://show/266883/detail'>The Originals</a>,true,tvst://show/266883/episode/5504357/comment/13898605,georgette liked a comment you made about episode S03 | E14 of The Originals,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""georgette liked a comment you made about episode S03 | E14 of The Originals"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/266883/episode/5504357/comment/13898605"",""web_url"":""https://www.tvtime.com/show/266883/episode/5504357/comment/13898605""}",,,,,
7448024,episode-comment-liked,notif.caf,1577534885755,,https://d1zfszn0v5ya99.cloudfront.net/user/21667900/profile_picture/5b35cb315db17_large.png,<a href='tvst://user/21667900/profile'>imjimil</a> liked a comment you made about episode <a href='tvst://show/336924/episode/7448024/detail'>S02 | E10</a> of <a href='tvst://show/336924/detail'>You</a>,true,tvst://show/336924/episode/7448024/comment/19494697,imjimil liked a comment you made about episode S02 | E10 of You,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""imjimil liked a comment you made about episode S02 | E10 of You"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/336924/episode/7448024/comment/19494697"",""web_url"":""https://www.tvtime.com/show/336924/episode/7448024/comment/19494697""}",,,,,
7448024,episode-comment-liked,notif.caf,1577534906321,,https://d1zfszn0v5ya99.cloudfront.net/user/20037290/profile_picture/5dfbfba63db97_large.png,<a href='tvst://user/20037290/profile'>ala19</a> liked a comment you made about episode <a href='tvst://show/336924/episode/7448024/detail'>S02 | E10</a> of <a href='tvst://show/336924/detail'>You</a>,true,tvst://show/336924/episode/7448024/comment/19494697,ala19 liked a comment you made about episode S02 | E10 of You,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""ala19 liked a comment you made about episode S02 | E10 of You"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/336924/episode/7448024/comment/19494697"",""web_url"":""https://www.tvtime.com/show/336924/episode/7448024/comment/19494697""}",,,,,
7448024,episode-comment-liked,notif.caf,1577537159607,,https://d1zfszn0v5ya99.cloudfront.net/user/5227587/profile_picture/5cf49d4e518c5_large.png,Your comment about episode <a href='tvst://show/336924/episode/7448024/detail'>S02 | E10</a> of <a href='tvst://show/336924/detail'>You</a> reached 10 likes,true,tvst://show/336924/episode/7448024/comment/19494697,Your comment about episode S02 | E10 of You reached 10 likes,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Your comment about episode S02 | E10 of You reached 10 likes"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/336924/episode/7448024/comment/19494697"",""web_url"":""https://www.tvtime.com/show/336924/episode/7448024/comment/19494697""}",,,,,
7448024,episode-comment-liked,notif.caf,1577562062969,,https://d1zfszn0v5ya99.cloudfront.net/user/15532505/profile_picture/5dc65bc84f662_large.png,Your comment about episode <a href='tvst://show/336924/episode/7448024/detail'>S02 | E10</a> of <a href='tvst://show/336924/detail'>You</a> reached 20 likes,true,tvst://show/336924/episode/7448024/comment/19494697,Your comment about episode S02 | E10 of You reached 20 likes,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Your comment about episode S02 | E10 of You reached 20 likes"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/336924/episode/7448024/comment/19494697"",""web_url"":""https://www.tvtime.com/show/336924/episode/7448024/comment/19494697""}",,,,,
7447927,episode-reply-liked,notif.caf,1577646326632,,https://d1zfszn0v5ya99.cloudfront.net/user/12703325/profile_picture/5cbb92d877433_large.png,<a href='tvst://user/12703325/profile'>Marrican77</a> liked a reply you made about a comment on episode <a href='tvst://show/305574/episode/7447927/detail'>S03 | E05</a> of <a href='tvst://show/305574/detail'>The Crown</a>,true,tvst://show/305574/episode/7447927/comment/19221162,Marrican77 liked a reply you made about a comment on episode S03 | E05 of The Crown,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Marrican77 liked a reply you made about a comment on episode S03 | E05 of The Crown"",""notification_id"":""episode-reply-liked"",""url"":""tvst://show/305574/episode/7447927/comment/19221162"",""web_url"":""https://www.tvtime.com/show/305574/episode/7447927/comment/19221162""}",,,,,
5985414,episode-comment-liked,notif.caf,1579039459338,,https://d1zfszn0v5ya99.cloudfront.net/user/21369966/profile_picture/5d2471e28807e_large.png,Your comment about episode <a href='tvst://show/267907/episode/5985414/detail'>S04 | E20</a> of <a href='tvst://show/267907/detail'>The Fosters (2013)</a> reached 20 likes,true,tvst://show/267907/episode/5985414/comment/15014882,Your comment about episode S04 | E20 of The Fosters (2013) reached 20 likes,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Your comment about episode S04 | E20 of The Fosters (2013) reached 20 likes"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/267907/episode/5985414/comment/15014882"",""web_url"":""https://www.tvtime.com/show/267907/episode/5985414/comment/15014882""}",,,,,
7459925,episode-comment-liked,notif.caf,1579080854021,,https://d1zfszn0v5ya99.cloudfront.net/user/21667900/profile_picture/5b35cb315db17_large.png,<a href='tvst://user/21667900/profile'>imjimil</a> liked a comment you made about episode <a href='tvst://show/311714/episode/7459925/detail'>S04 | E10</a> of <a href='tvst://show/311714/detail'>This Is Us</a>,true,tvst://show/311714/episode/7459925/comment/19641255,imjimil liked a comment you made about episode S04 | E10 of This Is Us,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""imjimil liked a comment you made about episode S04 | E10 of This Is Us"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/311714/episode/7459925/comment/19641255"",""web_url"":""https://www.tvtime.com/show/311714/episode/7459925/comment/19641255""}",,,,,
7459925,episode-comment-liked,notif.caf,1579090930761,,https://d1zfszn0v5ya99.cloudfront.net/user/5455288/profile_picture/5c4590df198d7_large.png,<a href='tvst://user/5455288/profile'>paolacocci</a> liked a comment you made about episode <a href='tvst://show/311714/episode/7459925/detail'>S04 | E10</a> of <a href='tvst://show/311714/detail'>This Is Us</a>,true,tvst://show/311714/episode/7459925/comment/19641255,paolacocci liked a comment you made about episode S04 | E10 of This Is Us,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""paolacocci liked a comment you made about episode S04 | E10 of This Is Us"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/311714/episode/7459925/comment/19641255"",""web_url"":""https://www.tvtime.com/show/311714/episode/7459925/comment/19641255""}",,,,,
7509621,episode-reply-liked,notif.caf,1579693311963,,https://d1zfszn0v5ya99.cloudfront.net/user/21667900/profile_picture/5b35cb315db17_large.png,<a href='tvst://user/21667900/profile'>imjimil</a> liked a reply you made about a comment on episode <a href='tvst://show/311714/episode/7509621/detail'>S04 | E11</a> of <a href='tvst://show/311714/detail'>This Is Us</a>,true,tvst://show/311714/episode/7509621/comment/19708531,imjimil liked a reply you made about a comment on episode S04 | E11 of This Is Us,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""imjimil liked a reply you made about a comment on episode S04 | E11 of This Is Us"",""notification_id"":""episode-reply-liked"",""url"":""tvst://show/311714/episode/7509621/comment/19708531"",""web_url"":""https://www.tvtime.com/show/311714/episode/7509621/comment/19708531""}",,,,,
6605070,episode-comment-liked,notif.caf,1579735834377,,https://d1zfszn0v5ya99.cloudfront.net/user/3193334/profile_picture/5df690f01052e_large.png,"Wow, that was a great comment! 500 people liked your comment about episode <a href='tvst://show/344626/episode/6605070/detail'>S01 | E06</a> of <a href='tvst://show/344626/detail'>My Brilliant Friend</a> 🎉",true,tvst://show/344626/episode/6605070/comment/15201727,"Wow, that was a great comment! 500 people liked your comment about episode S01 | E06 of My Brilliant Friend 🎉",episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Wow, that was a great comment! 500 people liked your comment about episode S01 | E06 of My Brilliant Friend 🎉"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/344626/episode/6605070/comment/15201727"",""web_url"":""https://www.tvtime.com/show/344626/episode/6605070/comment/15201727""}",,,,,
7509621,episode-reply-liked,notif.caf,1579737610715,,https://d1zfszn0v5ya99.cloudfront.net/user/19521189/profile_picture/5b572999600b2_large.png,<a href='tvst://user/19521189/profile'>katedfw</a> liked a reply you made about a comment on episode <a href='tvst://show/311714/episode/7509621/detail'>S04 | E11</a> of <a href='tvst://show/311714/detail'>This Is Us</a>,true,tvst://show/311714/episode/7509621/comment/19708531,katedfw liked a reply you made about a comment on episode S04 | E11 of This Is Us,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""katedfw liked a reply you made about a comment on episode S04 | E11 of This Is Us"",""notification_id"":""episode-reply-liked"",""url"":""tvst://show/311714/episode/7509621/comment/19708531"",""web_url"":""https://www.tvtime.com/show/311714/episode/7509621/comment/19708531""}",,,,,
7509621,episode-reply-liked,notif.caf,1579793717781,,https://d1zfszn0v5ya99.cloudfront.net/user/24838665/profile_picture/5c7c73627eec6_large.png,<a href='tvst://user/24838665/profile'>ahnive</a> liked a reply you made about a comment on episode <a href='tvst://show/311714/episode/7509621/detail'>S04 | E11</a> of <a href='tvst://show/311714/detail'>This Is Us</a>,true,tvst://show/311714/episode/7509621/comment/19708531,ahnive liked a reply you made about a comment on episode S04 | E11 of This Is Us,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""ahnive liked a reply you made about a comment on episode S04 | E11 of This Is Us"",""notification_id"":""episode-reply-liked"",""url"":""tvst://show/311714/episode/7509621/comment/19708531"",""web_url"":""https://www.tvtime.com/show/311714/episode/7509621/comment/19708531""}",,,,,
6605062,episode-comment-liked,notif.caf,1581342429163,,https://d1zfszn0v5ya99.cloudfront.net/user/8436336/profile_picture/5ba3e69027bd5_large.png,"Wow, that was a great comment! 500 people liked your comment about episode <a href='tvst://show/344626/episode/6605062/detail'>S01 | E03</a> of <a href='tvst://show/344626/detail'>My Brilliant Friend</a> 🎉",true,tvst://show/344626/episode/6605062/comment/15122335,"Wow, that was a great comment! 500 people liked your comment about episode S01 | E03 of My Brilliant Friend 🎉",episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Wow, that was a great comment! 500 people liked your comment about episode S01 | E03 of My Brilliant Friend 🎉"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/344626/episode/6605062/comment/15122335"",""web_url"":""https://www.tvtime.com/show/344626/episode/6605062/comment/15122335""}",,,,,
6605071,episode-comment-liked,notif.caf,1582480677816,,https://d1zfszn0v5ya99.cloudfront.net/user/12129688/profile_picture/5bc4b2ae99d5d_large.png,"Wow, that was a great comment! 500 people liked your comment about episode <a href='tvst://show/344626/episode/6605071/detail'>S01 | E07</a> of <a href='tvst://show/344626/detail'>My Brilliant Friend</a> 🎉",true,tvst://show/344626/episode/6605071/comment/15282402,"Wow, that was a great comment! 500 people liked your comment about episode S01 | E07 of My Brilliant Friend 🎉",episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Wow, that was a great comment! 500 people liked your comment about episode S01 | E07 of My Brilliant Friend 🎉"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/344626/episode/6605071/comment/15282402"",""web_url"":""https://www.tvtime.com/show/344626/episode/6605071/comment/15282402""}",,,,,
6605063,episode-comment-liked,notif.caf,1582757737024,,https://d1zfszn0v5ya99.cloudfront.net/user/29095956/profile_picture/5d3ac30badb9c_large.png,Your comment about episode <a href='tvst://show/344626/episode/6605063/detail'>S01 | E04</a> of <a href='tvst://show/344626/detail'>My Brilliant Friend</a> reached 100 likes,true,tvst://show/344626/episode/6605063/comment/15124071,Your comment about episode S01 | E04 of My Brilliant Friend reached 100 likes,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Your comment about episode S01 | E04 of My Brilliant Friend reached 100 likes"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/344626/episode/6605063/comment/15124071"",""web_url"":""https://www.tvtime.com/show/344626/episode/6605063/comment/15124071""}",,,,,
20262363,user-followed,notif.caf,1582814916643,,https://d1zfszn0v5ya99.cloudfront.net/user/20262363/profile_picture/5d96aec3bca9f_large.png,<a href='tvst://user/20262363/profile'>Zanyar Hawrami</a> followed you on TV Time,true,tvst://user/20262363/profile,Zanyar Hawrami followed you on TV Time,user,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-user-follow"",""loc-key"":""Zanyar Hawrami followed you on TV Time"",""notification_id"":""user-followed"",""url"":""tvst://user/20262363/profile"",""web_url"":""https://www.tvtime.com/user/20262363/profile""}",,,,,
16268314,user-followed,notif.caf,1582829120281,,https://d1zfszn0v5ya99.cloudfront.net/user/16268314/profile_picture/59ef8242078e7_large.png,<a href='tvst://user/16268314/profile'>ale aileen 🌾</a> followed you on TV Time,true,tvst://user/16268314/profile,ale aileen 🌾 followed you on TV Time,user,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-user-follow"",""loc-key"":""ale aileen 🌾 followed you on TV Time"",""notification_id"":""user-followed"",""url"":""tvst://user/16268314/profile"",""web_url"":""https://www.tvtime.com/user/16268314/profile""}",,,,,
5722836,episode-comment-liked,notif.caf,1583249794779,,https://d1zfszn0v5ya99.cloudfront.net/user/13287259/profile_picture/5932d384caaaa_large.png,Your comment about episode <a href='tvst://show/295829/episode/5722836/detail'>S02 | E08</a> of <a href='tvst://show/295829/detail'>The Man in the High Castle</a> reached 100 likes,true,tvst://show/295829/episode/5722836/comment/15305284,Your comment about episode S02 | E08 of The Man in the High Castle reached 100 likes,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""Your comment about episode S02 | E08 of The Man in the High Castle reached 100 likes"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/295829/episode/5722836/comment/15305284"",""web_url"":""https://www.tvtime.com/show/295829/episode/5722836/comment/15305284""}",,,,,
7597569,episode-comment-liked,notif.caf,1584511834956,,https://d1zfszn0v5ya99.cloudfront.net/user/21667900/profile_picture/5b35cb315db17_large.png,<a href='tvst://user/21667900/profile'>imjimil</a> liked a comment you made about episode <a href='tvst://show/311714/episode/7597569/detail'>S04 | E17</a> of <a href='tvst://show/311714/detail'>This Is Us</a>,true,tvst://show/311714/episode/7597569/comment/20200311,imjimil liked a comment you made about episode S04 | E17 of This Is Us,episode,21667900,false,1,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-reaction"",""loc-key"":""imjimil liked a comment you made about episode S04 | E17 of This Is Us"",""notification_id"":""episode-comment-liked"",""url"":""tvst://show/311714/episode/7597569/comment/20200311"",""web_url"":""https://www.tvtime.com/show/311714/episode/7597569/comment/20200311""}",,,,,
